original_glszm_SmallAreaHighGrayLevelEmphasis,original_ngtdm_Contrast,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-HHH_gldm_GrayLevelVariance,wavelet-HHH_gldm_HighGrayLevelEmphasis,wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis,status
-1.372169514064454,-0.4753654741243427,0.02865810642954316,-0.511622491994066,-0.8296859302604619,-0.6957836593466749,-0.37730317480488423,-1.9975410998213314,1
-0.9131950116605201,-0.4963218761644226,0.02865810642954316,-0.6187870693756116,-0.1488203650525957,-1.019273722738044,-1.1449847956076982,-1.5954268186529823,1
-0.5195170836005135,-0.5766547506513953,2.171248897692831,-0.7141230639784809,-0.4336894612153765,-0.2848620948448798,-0.4774169414866015,-0.5749348780871448,1
-0.2867511299805428,-0.4579018057576096,0.27470291193098856,-0.8925815655472226,-1.0264211527124112,-1.2478062981588107,-0.9501091814181477,-0.21071698958888588,1
-0.4242325304189708,-0.2471735407990289,-1.9593284509773705,-0.809393654938957,-1.1837950541973177,-1.0701024776652888,-1.795709134699072,-2.694532843132899,1
1.4405019187312902,3.8369963679009764,0.7943897814694307,0.513574920524174,0.5676718624722694,0.5263364959714333,0.37401908925408417,1.5147004213046382,0
-0.5945177431472543,-0.5405631693601468,0.27470291193098856,-0.6945330718956979,-0.6953459481536326,0.08239870058663443,-0.20520268776943615,-0.053429593546526155,1
1.9689682492705411,3.054624025071331,0.7943897814694307,1.5184504282042013,0.6372884628967411,0.3530409903619536,1.1712602052229535,0.9650724407920194,0
0.6096840700223803,-0.5638480605157911,-0.2675281063807709,1.076442981839031,0.7289511711989811,0.9259567501110824,0.759034009969819,0.12386839572833898,1
0.10556118435325543,-0.2844293666480598,0.27470291193098856,-0.8810606399761836,-0.5963070217635752,1.0575941852170876,-0.6762135946365627,0.12386839572833898,1
-1.1767384696021188,-0.689004350477379,0.27470291193098856,-0.6132504025247393,-0.4983858087757267,0.022599846850910897,-0.5344643024772509,0.2835073405878434,1
